"""siteid""","""sitename""","""aqi""","""pm2.5_avg""","""pm10_avg""","""so2_avg""","""datacreationdate"""
56,前金,71.04,18.88,37.92,1.0,2023-03-08
56,前金,85.58,24.21,47.0,1.0,2023-03-09
56,前金,124.04,37.79,64.42,1.0,2023-03-10
56,前金,83.46,23.79,45.17,1.0,2023-03-11
56,前金,67.54,18.83,36.12,1.0,2023-03-12
56,前金,71.0,23.75,58.29,1.0,2023-03-13
56,前金,74.21,22.17,52.25,1.0,2023-03-14
56,前金,73.25,22.12,46.79,1.0,2023-03-15
56,前金,85.54,27.12,53.58,1.0,2023-03-16
56,前金,90.04,31.17,65.88,1.0,2023-03-17
56,前金,68.67,22.54,45.62,1.0,2023-03-18
56,前金,84.83,28.96,57.38,1.0,2023-03-19
56,前金,75.79,25.0,54.54,1.0,2023-03-20
56,前金,56.5,17.92,38.46,1.0,2023-03-21
56,前金,37.92,11.67,21.75,0.46,2023-03-22
56,前金,32.62,10.04,15.04,0.0,2023-03-23
56,前金,74.04,24.83,36.46,0.62,2023-03-24
56,前金,91.06,31.59,61.88,1.0,2023-03-25
56,前金,55.0,17.17,33.5,0.71,2023-03-26
56,前金,78.46,26.67,47.5,1.0,2023-03-27
56,前金,86.62,29.21,56.79,1.0,2023-03-28
56,前金,92.75,32.25,54.12,1.0,2023-03-29
56,前金,77.88,25.83,45.75,1.0,2023-03-30
56,前金,83.42,28.54,48.38,1.0,2023-03-31
57,前鎮,103.42,36.5,64.54,2.0,2023-01-01
57,前鎮,91.62,31.71,47.12,1.42,2023-01-02
57,前鎮,97.25,34.08,52.38,1.0,2023-01-03
57,前鎮,67.25,22.17,40.38,1.0,2023-01-04
57,前鎮,95.5,33.38,60.54,1.0,2023-01-05
57,前鎮,102.54,36.25,64.71,1.0,2023-01-06
57,前鎮,90.33,31.42,62.83,1.75,2023-01-07
57,前鎮,113.96,40.5,80.46,3.0,2023-01-08
57,前鎮,130.62,47.33,89.5,2.08,2023-01-09
57,前鎮,124.79,45.08,90.62,1.17,2023-01-10
57,前鎮,113.96,40.5,79.54,1.5,2023-01-11
57,前鎮,111.38,39.42,80.0,2.0,2023-01-12
57,前鎮,97.04,33.92,69.83,2.0,2023-01-13
57,前鎮,31.38,8.58,26.75,1.5,2023-01-14
57,前鎮,52.71,16.46,43.0,0.54,2023-01-15
57,前鎮,49.46,15.42,46.08,1.12,2023-01-16
57,前鎮,67.29,22.08,48.75,1.71,2023-01-17
57,前鎮,77.12,25.96,53.67,1.12,2023-01-18
57,前鎮,101.29,35.58,70.92,1.62,2023-01-19
57,前鎮,102.54,36.17,76.21,2.0,2023-01-20
57,前鎮,82.08,28.25,61.42,2.0,2023-01-21
57,前鎮,99.83,35.08,62.08,2.0,2023-01-22
57,前鎮,64.21,21.0,39.83,1.42,2023-01-23
57,前鎮,73.46,16.42,66.83,1.0,2023-01-24
57,前鎮,61.71,19.79,54.21,1.25,2023-01-25
57,前鎮,58.0,18.46,42.83,1.54,2023-01-26
57,前鎮,71.83,22.54,58.42,1.0,2023-01-27
57,前鎮,71.29,23.71,61.46,1.0,2023-01-28
57,前鎮,79.46,27.0,59.33,1.0,2023-01-29
57,前鎮,93.79,32.67,67.08,1.79,2023-01-30
57,前鎮,77.04,25.71,58.92,1.96,2023-01-31
57,前鎮,62.46,20.08,52.29,1.12,2023-02-01
57,前鎮,98.62,34.58,74.29,1.62,2023-02-02
57,前鎮,108.62,38.33,91.29,1.0,2023-02-03
57,前鎮,109.21,38.79,83.12,0.33,2023-02-04
57,前鎮,125.21,45.04,73.83,1.25,2023-02-05
57,前鎮,98.67,34.62,62.96,2.0,2023-02-06
57,前鎮,89.38,30.96,62.04,2.08,2023-02-07
57,前鎮,123.38,44.79,83.88,3.17,2023-02-08
57,前鎮,116.38,41.42,70.17,2.25,2023-02-09
57,前鎮,73.12,24.54,49.79,2.58,2023-02-10
57,前鎮,84.67,29.0,53.5,3.0,2023-02-11
57,前鎮,72.92,24.21,52.04,2.67,2023-02-12
57,前鎮,29.92,8.08,26.67,1.67,2023-02-13
57,前鎮,67.17,22.42,49.92,1.0,2023-02-14
57,前鎮,70.5,23.12,56.58,1.08,2023-02-15
57,前鎮,69.62,22.83,59.17,2.0,2023-02-16
57,前鎮,76.04,25.17,70.08,2.0,2023-02-17
57,前鎮,91.79,31.92,69.58,2.0,2023-02-18
57,前鎮,84.0,28.67,58.0,2.0,2023-02-19
57,前鎮,127.92,45.38,94.12,2.0,2023-02-20
57,前鎮,82.21,25.62,80.04,2.0,2023-02-21
57,前鎮,58.88,17.96,54.79,1.54,2023-02-22
57,前鎮,83.42,28.5,60.67,1.0,2023-02-23
57,前鎮,99.54,34.88,66.12,0.67,2023-02-24
57,前鎮,72.79,24.29,56.0,0.71,2023-02-25
57,前鎮,68.96,22.04,57.42,1.0,2023-02-26
57,前鎮,58.17,18.38,50.62,1.29,2023-02-27
57,前鎮,78.46,26.62,62.83,1.12,2023-02-28
57,前鎮,93.88,31.0,71.46,1.0,2023-03-01
57,前鎮,108.29,38.17,86.75,1.54,2023-03-02
57,前鎮,84.21,28.12,78.79,1.92,2023-03-03
57,前鎮,78.38,25.88,66.25,1.0,2023-03-04
57,前鎮,107.21,36.38,76.62,1.62,2023-03-05
57,前鎮,79.62,25.67,56.67,1.46,2023-03-06
57,前鎮,63.08,19.0,46.08,1.0,2023-03-07
57,前鎮,59.71,16.67,40.75,1.0,2023-03-08
57,前鎮,71.75,23.29,52.04,1.12,2023-03-09
57,前鎮,112.67,36.62,68.46,1.62,2023-03-10
57,前鎮,75.75,24.12,47.54,1.54,2023-03-11
57,前鎮,66.75,21.04,42.58,1.0,2023-03-12
57,前鎮,68.92,22.83,62.75,1.0,2023-03-13
57,前鎮,72.88,23.79,57.92,1.88,2023-03-14
57,前鎮,69.62,21.71,53.08,1.0,2023-03-15
57,前鎮,80.29,26.79,55.42,1.38,2023-03-16
57,前鎮,94.75,32.96,66.83,2.0,2023-03-17
57,前鎮,63.83,20.67,45.42,1.42,2023-03-18
57,前鎮,81.14,27.76,61.24,1.38,2023-03-19
57,前鎮,74.88,25.25,56.38,1.83,2023-03-20
57,前鎮,60.33,19.33,43.17,1.92,2023-03-21
57,前鎮,38.29,11.79,25.71,1.08,2023-03-22
57,前鎮,33.46,10.17,22.04,0.17,2023-03-23
57,前鎮,74.75,25.25,40.71,1.0,2023-03-24
57,前鎮,92.06,32.06,60.65,1.24,2023-03-25
57,前鎮,54.67,17.21,37.0,0.92,2023-03-26
57,前鎮,74.83,25.17,47.08,0.79,2023-03-27
57,前鎮,93.25,32.29,64.12,1.0,2023-03-28
57,前鎮,95.38,33.33,58.17,1.0,2023-03-29
57,前鎮,78.88,26.75,49.04,1.0,2023-03-30
57,前鎮,86.62,29.88,54.29,1.58,2023-03-31
58,小港,104.17,36.83,59.92,2.0,2023-01-01
58,小港,84.12,28.79,40.5,1.0,2023-01-02
58,小港,97.5,34.33,48.04,0.0,2023-01-03
58,小港,69.92,23.21,40.42,0.79,2023-01-04
58,小港,98.88,34.79,61.17,1.33,2023-01-05
58,小港,104.54,36.88,64.67,1.38,2023-01-06
58,小港,96.5,33.79,55.96,1.54,2023-01-07
58,小港,113.67,40.29,68.38,2.0,2023-01-08
58,小港,132.08,47.58,79.42,2.0,2023-01-09
58,小港,131.58,48.58,79.12,1.5,2023-01-10
58,小港,129.08,46.38,69.75,1.0,2023-01-11
58,小港,119.75,42.83,68.42,1.38,2023-01-12
58,小港,96.5,33.62,57.0,1.58,2023-01-13
58,小港,40.92,12.67,23.71,1.33,2023-01-14
58,小港,61.33,20.21,37.29,0.38,2023-01-15
58,小港,58.46,18.54,41.04,1.0,2023-01-16
58,小港,75.04,25.21,46.67,1.25,2023-01-17
58,小港,83.12,28.58,47.17,1.0,2023-01-18
58,小港,109.54,38.96,67.08,1.58,2023-01-19
58,小港,110.71,39.29,71.71,1.5,2023-01-20
58,小港,90.58,31.54,59.83,1.21,2023-01-21
58,小港,98.79,34.62,57.0,1.21,2023-01-22
58,小港,69.0,22.79,35.79,1.0,2023-01-23
58,小港,69.33,18.46,57.71,0.58,2023-01-24
58,小港,70.71,23.5,48.54,0.5,2023-01-25
58,小港,64.33,20.92,37.46,1.0,2023-01-26
58,小港,73.29,24.46,51.08,1.0,2023-01-27
58,小港,79.83,27.21,57.38,1.0,2023-01-28
58,小港,85.54,29.67,54.75,1.38,2023-01-29
58,小港,108.21,38.29,65.25,2.5,2023-01-30
58,小港,79.79,27.21,50.04,2.08,2023-01-31
58,小港,70.38,23.33,43.21,1.42,2023-02-01
58,小港,94.5,33.08,62.0,1.54,2023-02-02
58,小港,114.17,40.67,86.38,1.62,2023-02-03
58,小港,115.33,40.92,77.5,1.21,2023-02-04
58,小港,128.79,46.25,68.08,1.75,2023-02-05
58,小港,98.79,34.62,56.04,1.33,2023-02-06
58,小港,91.33,31.75,55.67,1.29,2023-02-07
58,小港,125.96,45.88,72.79,1.88,2023-02-08
58,小港,118.12,42.04,66.5,1.42,2023-02-09
58,小港,84.62,28.92,49.21,1.17,2023-02-10
58,小港,88.83,30.71,51.38,2.0,2023-02-11
58,小港,67.75,22.75,43.08,2.38,2023-02-12
58,小港,33.83,10.38,24.12,1.38,2023-02-13
58,小港,71.88,24.12,46.12,0.0,2023-02-14
58,小港,74.83,25.12,52.5,0.88,2023-02-15
58,小港,74.29,24.88,56.08,1.83,2023-02-16
58,小港,79.0,26.92,64.75,1.38,2023-02-17
58,小港,91.42,31.88,60.54,1.5,2023-02-18
58,小港,84.79,29.21,51.58,1.33,2023-02-19
58,小港,134.71,48.83,89.29,1.08,2023-02-20
58,小港,84.62,28.71,76.46,1.75,2023-02-21
58,小港,63.71,20.62,50.58,1.33,2023-02-22
58,小港,85.38,29.54,52.67,1.0,2023-02-23
58,小港,104.75,36.96,60.92,0.75,2023-02-24
58,小港,74.79,25.12,50.12,0.75,2023-02-25
58,小港,71.17,23.67,53.88,1.0,2023-02-26
58,小港,66.88,21.75,49.75,1.62,2023-02-27
58,小港,84.5,29.12,57.25,1.38,2023-02-28
58,小港,88.88,30.71,58.79,1.0,2023-03-01
58,小港,109.0,38.54,71.04,1.46,2023-03-02
58,小港,89.42,31.17,73.42,1.62,2023-03-03
58,小港,82.21,28.17,56.62,1.0,2023-03-04
58,小港,110.29,37.96,65.62,1.71,2023-03-05
58,小港,89.71,28.62,55.21,1.46,2023-03-06
58,小港,73.42,22.75,45.33,1.0,2023-03-07
58,小港,59.79,18.21,41.0,1.0,2023-03-08
58,小港,78.08,24.88,49.83,1.0,2023-03-09
58,小港,114.75,39.12,65.71,1.67,2023-03-10
58,小港,86.33,28.79,49.46,1.38,2023-03-11
58,小港,71.21,22.58,39.92,1.0,2023-03-12
58,小港,75.5,25.46,61.5,1.0,2023-03-13
58,小港,74.71,25.08,58.12,1.0,2023-03-14
58,小港,69.38,22.21,44.04,1.42,2023-03-15
58,小港,78.96,26.88,50.96,1.92,2023-03-16
58,小港,94.92,33.17,58.88,1.0,2023-03-17
58,小港,71.29,23.83,45.5,1.0,2023-03-18
58,小港,80.12,27.21,51.92,1.21,2023-03-19
58,小港,78.92,26.92,52.96,1.83,2023-03-20
58,小港,66.67,21.79,36.58,2.42,2023-03-21
58,小港,48.88,15.0,22.75,1.0,2023-03-22
58,小港,44.58,13.58,18.42,1.0,2023-03-23
58,小港,83.08,28.42,37.04,0.96,2023-03-24
58,小港,99.94,35.12,59.12,1.0,2023-03-25
58,小港,62.96,20.5,33.17,1.0,2023-03-26
58,小港,84.71,29.25,41.04,1.71,2023-03-27
58,小港,99.04,34.75,59.75,1.5,2023-03-28
58,小港,99.17,34.75,52.88,1.0,2023-03-29
58,小港,89.75,31.08,45.46,1.0,2023-03-30
58,小港,88.42,30.46,47.92,1.71,2023-03-31
71,復興,94.83,33.21,60.46,1.0,2023-01-01
71,復興,76.92,26.0,46.08,0.42,2023-01-02
71,復興,87.12,30.21,49.29,0.04,2023-01-03
71,復興,63.29,20.58,37.62,1.0,2023-01-04
71,復興,88.29,30.5,54.79,1.0,2023-01-05
71,復興,95.42,33.38,58.46,1.0,2023-01-06
71,復興,89.17,30.83,55.67,1.0,2023-01-07
71,復興,115.54,41.08,73.46,1.17,2023-01-08
71,復興,126.67,45.79,81.71,1.0,2023-01-09
71,復興,122.5,44.0,82.04,1.0,2023-01-10
71,復興,112.29,39.88,73.83,1.0,2023-01-11
71,復興,111.33,39.46,76.42,1.0,2023-01-12
71,復興,93.88,32.58,62.58,1.08,2023-01-13
71,復興,27.62,7.38,24.42,1.08,2023-01-14
71,復興,52.58,16.5,41.33,0.17,2023-01-15
71,復興,53.46,16.88,44.54,1.0,2023-01-16
71,復興,72.33,24.12,46.96,1.0,2023-01-17
71,復興,80.67,27.58,50.38,0.58,2023-01-18
71,復興,106.54,37.79,69.46,1.0,2023-01-19
71,復興,109.67,38.96,74.08,1.0,2023-01-20
71,復興,82.92,28.46,59.96,1.0,2023-01-21
71,復興,94.75,33.12,59.83,1.0,2023-01-22
71,復興,60.0,19.38,38.62,0.5,2023-01-23
71,復興,66.75,15.92,59.0,0.0,2023-01-24
71,復興,63.88,20.75,50.42,0.0,2023-01-25
71,復興,63.83,20.75,44.5,0.67,2023-01-26
71,復興,72.33,23.58,56.29,0.96,2023-01-27
71,復興,73.12,24.58,56.67,0.75,2023-01-28
71,復興,81.21,27.83,56.67,0.88,2023-01-29
71,復興,99.25,34.83,65.42,0.71,2023-01-30
71,復興,81.17,27.67,54.04,1.5,2023-01-31
71,復興,66.21,21.58,46.46,1.0,2023-02-01
71,復興,99.04,34.79,67.04,1.0,2023-02-02
71,復興,105.21,37.21,80.54,1.0,2023-02-03
71,復興,107.71,38.25,76.67,1.0,2023-02-04
71,復興,120.71,43.12,70.04,1.0,2023-02-05
71,復興,92.21,32.21,56.42,1.0,2023-02-06
71,復興,86.42,29.83,57.58,1.0,2023-02-07
71,復興,119.88,43.08,76.46,1.0,2023-02-08
71,復興,109.67,38.58,70.17,1.0,2023-02-09
71,復興,67.92,22.46,51.29,1.08,2023-02-10
71,復興,79.38,27.08,55.38,1.0,2023-02-11
71,復興,66.33,21.62,47.17,1.0,2023-02-12
71,復興,27.92,7.5,24.71,1.0,2023-02-13
71,復興,71.08,23.92,45.58,1.0,2023-02-14
71,復興,70.71,23.54,52.71,1.0,2023-02-15
71,復興,67.08,22.08,54.12,1.0,2023-02-16
71,復興,78.92,26.79,67.0,1.0,2023-02-17
71,復興,94.88,33.12,64.42,1.0,2023-02-18
71,復興,84.08,28.96,58.67,1.0,2023-02-19
71,復興,132.71,47.75,87.21,1.0,2023-02-20
71,復興,80.17,26.67,74.71,1.29,2023-02-21
71,復興,59.54,19.0,50.25,1.17,2023-02-22
71,復興,83.62,28.71,52.79,0.33,2023-02-23
71,復興,96.62,33.75,58.29,0.0,2023-02-24
71,復興,73.0,24.42,52.21,0.71,2023-02-25
71,復興,69.75,23.04,54.17,1.0,2023-02-26
71,復興,56.75,17.71,47.62,1.0,2023-02-27
71,復興,81.71,28.08,58.25,0.71,2023-02-28
71,復興,93.12,32.33,60.54,0.88,2023-03-01
71,復興,111.42,39.54,71.25,1.0,2023-03-02
71,復興,83.96,28.88,72.29,1.0,2023-03-03
71,復興,80.08,27.38,57.21,1.0,2023-03-04
71,復興,112.54,38.58,67.79,1.54,2023-03-05
71,復興,79.62,26.38,54.42,1.42,2023-03-06
71,復興,69.29,20.58,46.62,1.0,2023-03-07
71,復興,59.67,16.42,41.75,1.0,2023-03-08
71,復興,75.5,23.29,49.88,1.0,2023-03-09
71,復興,118.17,38.92,66.62,1.75,2023-03-10
71,復興,81.08,25.88,48.5,1.42,2023-03-11
71,復興,66.46,20.92,40.25,0.92,2023-03-12
71,復興,69.08,22.83,59.08,1.0,2023-03-13
71,復興,67.79,21.08,54.46,1.0,2023-03-14
71,復興,65.04,19.92,46.0,1.0,2023-03-15
71,復興,77.71,25.92,50.0,1.0,2023-03-16
71,復興,92.92,32.38,63.88,1.0,2023-03-17
71,復興,64.46,20.92,43.33,1.0,2023-03-18
71,復興,80.21,27.38,52.58,1.0,2023-03-19
71,復興,76.12,25.71,54.79,1.0,2023-03-20
71,復興,60.67,19.54,40.04,1.88,2023-03-21
71,復興,38.79,11.96,24.46,0.42,2023-03-22
71,復興,35.25,10.83,19.79,0.0,2023-03-23
71,復興,73.21,24.71,38.12,0.42,2023-03-24
71,復興,88.76,30.71,58.88,1.0,2023-03-25
71,復興,56.46,17.92,35.38,0.5,2023-03-26
71,復興,76.71,25.96,44.5,0.83,2023-03-27
71,復興,88.46,30.79,58.04,1.0,2023-03-28
71,復興,90.29,31.25,53.08,1.0,2023-03-29
71,復興,75.33,25.29,43.75,0.46,2023-03-30
71,復興,83.33,28.54,49.54,1.0,2023-03-31
202,高雄(湖內),78.75,26.67,42.79,2.0,2023-01-01
202,高雄(湖內),61.33,19.96,33.17,1.21,2023-01-02
202,高雄(湖內),77.88,26.42,36.75,1.0,2023-01-03
202,高雄(湖內),60.0,19.25,27.62,1.0,2023-01-04
202,高雄(湖內),74.08,24.83,40.54,2.0,2023-01-05
202,高雄(湖內),83.75,28.75,47.29,1.83,2023-01-06
202,高雄(湖內),78.67,26.79,42.29,2.12,2023-01-07
202,高雄(湖內),132.96,49.29,74.88,2.75,2023-01-08
202,高雄(湖內),135.79,51.38,84.71,1.46,2023-01-09
202,高雄(湖內),117.21,41.75,68.96,1.25,2023-01-10
202,高雄(湖內),112.38,40.0,64.29,1.88,2023-01-11
202,高雄(湖內),122.0,43.71,70.5,1.04,2023-01-12
202,高雄(湖內),97.12,33.92,52.12,2.0,2023-01-13
202,高雄(湖內),38.54,11.88,22.29,1.62,2023-01-14
202,高雄(湖內),53.25,17.0,30.38,0.29,2023-01-15
202,高雄(湖內),44.67,13.92,27.04,0.92,2023-01-16
202,高雄(湖內),68.21,22.46,30.54,1.71,2023-01-17
202,高雄(湖內),74.0,24.83,36.29,1.38,2023-01-18
202,高雄(湖內),88.96,30.88,49.58,1.46,2023-01-19
202,高雄(湖內),93.92,32.83,56.67,2.0,2023-01-20
202,高雄(湖內),74.08,25.0,47.25,2.0,2023-01-21
202,高雄(湖內),87.83,30.33,52.67,1.5,2023-01-22
202,高雄(湖內),60.0,19.38,32.21,1.5,2023-01-23
202,高雄(湖內),66.54,15.08,59.54,1.0,2023-01-24
202,高雄(湖內),58.67,18.75,39.54,1.0,2023-01-25
202,高雄(湖內),59.12,18.83,33.04,1.0,2023-01-26
202,高雄(湖內),67.5,22.04,48.58,1.0,2023-01-27
202,高雄(湖內),65.75,21.46,45.67,1.0,2023-01-28
202,高雄(湖內),75.62,25.54,44.29,1.5,2023-01-29
202,高雄(湖內),93.96,32.67,52.21,2.0,2023-01-30
202,高雄(湖內),83.25,28.42,51.88,2.17,2023-01-31
202,高雄(湖內),64.0,20.79,38.33,1.42,2023-02-01
202,高雄(湖內),107.42,38.04,69.71,1.83,2023-02-02
202,高雄(湖內),84.88,29.25,61.67,2.0,2023-02-03
202,高雄(湖內),86.0,29.67,60.58,1.29,2023-02-04
202,高雄(湖內),101.25,35.38,66.79,1.62,2023-02-05
202,高雄(湖內),84.71,28.96,44.96,2.0,2023-02-06
202,高雄(湖內),91.67,31.79,52.29,2.0,2023-02-07
202,高雄(湖內),105.62,37.29,64.67,1.04,2023-02-08
202,高雄(湖內),118.25,42.21,67.42,1.0,2023-02-09
202,高雄(湖內),103.04,36.21,58.42,1.38,2023-02-10
202,高雄(湖內),95.36,33.18,53.86,1.5,2023-02-11
202,高雄(湖內),86.21,29.88,52.75,1.33,2023-02-12
202,高雄(湖內),36.88,11.33,21.58,1.96,2023-02-13
202,高雄(湖內),58.79,18.79,35.62,1.0,2023-02-14
202,高雄(湖內),55.83,17.58,40.04,0.62,2023-02-15
202,高雄(湖內),59.21,18.88,40.54,1.92,2023-02-16
202,高雄(湖內),64.88,21.17,48.42,1.79,2023-02-17
202,高雄(湖內),123.46,46.96,75.58,2.0,2023-02-18
202,高雄(湖內),107.71,37.92,62.75,1.38,2023-02-19
202,高雄(湖內),110.12,38.5,70.71,1.58,2023-02-20
202,高雄(湖內),59.08,18.0,52.29,2.0,2023-02-21
202,高雄(湖內),44.58,13.79,35.17,2.0,2023-02-22
202,高雄(湖內),69.88,23.17,41.5,1.17,2023-02-23
202,高雄(湖內),74.62,25.25,42.54,0.67,2023-02-24
202,高雄(湖內),63.62,20.71,40.71,0.71,2023-02-25
202,高雄(湖內),51.88,16.21,37.79,1.04,2023-02-26
202,高雄(湖內),50.92,15.92,35.17,1.67,2023-02-27
202,高雄(湖內),72.58,24.25,49.54,1.71,2023-02-28
202,高雄(湖內),101.08,35.58,56.25,1.0,2023-03-01
202,高雄(湖內),91.71,31.92,59.79,1.75,2023-03-02
202,高雄(湖內),77.38,25.75,56.88,2.71,2023-03-03
202,高雄(湖內),76.54,25.21,51.67,2.5,2023-03-04
202,高雄(湖內),101.67,33.88,61.04,2.0,2023-03-05
202,高雄(湖內),80.75,25.25,48.79,1.62,2023-03-06
202,高雄(湖內),82.21,25.67,45.42,1.0,2023-03-07
202,高雄(湖內),63.79,20.08,38.88,1.17,2023-03-08
202,高雄(湖內),84.54,25.58,47.5,1.0,2023-03-09
202,高雄(湖內),112.79,35.42,56.79,1.71,2023-03-10
202,高雄(湖內),76.04,24.38,42.38,1.46,2023-03-11
202,高雄(湖內),64.54,20.25,38.92,1.04,2023-03-12
202,高雄(湖內),64.29,20.75,53.62,1.08,2023-03-13
202,高雄(湖內),58.17,18.21,46.38,1.0,2023-03-14
202,高雄(湖內),68.21,21.67,47.33,1.25,2023-03-15
202,高雄(湖內),90.79,31.42,55.17,1.96,2023-03-16
202,高雄(湖內),79.88,27.21,54.46,1.0,2023-03-17
202,高雄(湖內),67.08,22.0,43.88,1.0,2023-03-18
202,高雄(湖內),69.25,22.92,42.46,1.33,2023-03-19
202,高雄(湖內),69.33,22.92,51.04,1.46,2023-03-20
202,高雄(湖內),57.58,18.29,36.62,1.83,2023-03-21
202,高雄(湖內),55.79,18.04,33.92,1.0,2023-03-22
202,高雄(湖內),42.21,13.0,23.29,1.0,2023-03-23
202,高雄(湖內),72.46,24.21,37.0,1.0,2023-03-24
202,高雄(湖內),83.82,28.94,59.94,1.0,2023-03-25
202,高雄(湖內),43.62,13.46,23.88,1.0,2023-03-26
202,高雄(湖內),76.17,25.62,42.62,1.12,2023-03-27
202,高雄(湖內),75.46,25.46,41.21,1.0,2023-03-28
202,高雄(湖內),78.92,26.83,42.88,1.0,2023-03-29
202,高雄(湖內),68.83,22.75,40.88,1.0,2023-03-30
202,高雄(湖內),82.54,28.29,47.96,1.21,2023-03-31
